Date,Income,Expenses,Department,Region,Customer_Satisfaction_Score,Transaction_Count,Profit
2020-06-08,27195,10838,Marketing,East,6,166,16357
2022-06-10,24837,22157,Finance,South,3,482,2680
2022-12-06,15456,7144,Finance,East,2,452,8312
2023-03-28,47289,19406,Marketing,West,9,272,27883
2021-11-26,19775,14184,Finance,South,2,445,5591
2022-01-27,24099,10980,IT,North,9,24,13119
2021-06-06,46805,19692,Sales,East,8,462,27113
2022-01-01,26815,19879,HR,South,7,401,6936
2020-06-03,22226,16513,Sales,North,5,115,5713
2020-12-04,40072,27781,Sales,East,3,351,12291
2023-10-20,19139,17034,Marketing,South,2,260,2105
2022-03-05,40060,13141,Operations,East,8,306,26919
2023-03-17,19859,20323,HR,South,2,364,-464
2022-06-17,12539,24621,Sales,West,8,226,-12082
2023-03-13,23199,13195,IT,East,5,102,10004
2020-04-12,43158,26966,Marketing,East,9,486,16192
2022-03-22,10082,27672,Operations,South,4,131,-17590
2020-04-02,22281,13356,Operations,West,8,264,8925
2022-09-01,25120,17631,Marketing,East,7,12,7489
2023-08-02,19946,6897,Sales,West,8,419,13049
2023-12-18,20891,26817,Finance,West,5,322,-5926
2020-04-28,29640,16432,Marketing,East,2,181,13208
2020-01-29,36111,23951,Finance,North,7,349,12160
2022-10-09,48775,13130,Operations,South,3,471,35645
2022-11-19,43290,27101,Operations,East,2,161,16189
2022-05-21,40604,16699,IT,West,3,114,23905
2023-10-21,44462,28136,IT,South,4,18,16326
2022-03-10,28636,7559,Operations,East,7,104,21077
2023-03-07,14837,19744,IT,South,1,186,-4907
2021-04-19,21801,14530,IT,South,6,342,7271
2021-07-16,33710,26021,IT,West,6,462,7689
2023-11-16,41621,21996,Operations,North,8,93,19625
2021-03-10,23065,29130,Sales,North,2,301,-6065
2022-03-14,38230,18187,Sales,South,2,143,20043
2023-06-11,46388,23268,HR,West,1,143,23120
2020-02-24,20631,25408,IT,West,3,301,-4777
2022-07-19,39828,8134,Sales,East,7,452,31694
2023-08-08,19131,23006,HR,South,8,100,-3875
2022-01-21,24307,21375,Marketing,East,7,453,2932
2020-11-07,13709,24666,IT,West,9,451,-10957
2023-01-17,30721,23994,Sales,South,8,460,6727
2023-05-20,42194,19910,Sales,North,8,62,22284
2022-08-14,15094,8069,Finance,North,2,84,7025
2020-11-13,19415,11486,Sales,East,1,428,7929
2022-01-26,23530,22639,Finance,South,6,276,891
2021-04-09,17472,7660,HR,West,7,167,9812
2023-01-15,46131,9452,Finance,East,6,295,36679
2023-12-03,29407,28486,Marketing,North,7,129,921
2023-06-17,28201,16869,IT,West,8,364,11332
2021-11-30,37948,9176,Sales,South,2,67,28772
2022-12-16,33115,8686,Operations,North,1,47,24429
2023-02-10,37961,10237,IT,West,8,457,27724
2022-01-04,12017,29045,Operations,North,8,374,-17028
2022-12-29,14223,5790,HR,South,8,310,8433
2022-01-08,44952,19827,Sales,East,7,148,25125
2022-02-06,33075,19186,IT,West,2,250,13889
2023-04-22,16531,13416,IT,West,4,137,3115
2022-01-13,14666,24418,Sales,South,9,95,-9752
2020-10-02,33781,19754,Marketing,North,8,238,14027
2020-08-20,45236,18067,HR,North,4,284,27169
2020-02-23,46688,21609,Sales,North,8,320,25079
2020-09-13,14236,26732,Finance,West,6,35,-12496
2020-03-30,11939,27850,IT,West,9,296,-15911
2023-12-29,46624,24563,Marketing,North,1,381,22061
2021-02-11,42818,14003,IT,West,6,358,28815
2023-07-16,25926,19228,Operations,East,4,492,6698
2020-12-31,37552,9223,IT,South,3,258,28329
2020-12-16,40100,28904,HR,South,5,387,11196
2023-08-15,11360,9066,Sales,West,8,270,2294
2023-03-28,49573,25746,IT,East,6,465,23827
2021-05-01,21994,26407,Finance,East,1,355,-4413
2022-04-21,34941,25693,Operations,North,6,324,9248
2022-09-10,37531,5246,Operations,South,7,47,32285
2023-10-10,45813,27121,Sales,South,6,94,18692
2021-09-12,21093,23002,Operations,South,3,182,-1909
2022-07-18,43025,16637,Sales,West,9,442,26388
2021-02-04,21651,13612,HR,East,4,190,8039
2023-11-29,42812,10160,Sales,North,5,487,32652
2023-01-24,34844,6371,Marketing,West,5,51,28473
2021-07-23,27718,12728,Operations,North,3,206,14990
2022-09-01,23589,9238,Operations,West,2,304,14351
2021-01-26,49768,23996,Finance,South,8,411,25772
2020-12-17,30022,23464,IT,North,7,333,6558
2022-03-16,48853,10919,Marketing,East,5,439,37934
2021-07-29,10234,9324,IT,East,1,125,910
2022-02-15,16834,12797,Sales,West,1,212,4037
2021-09-24,25055,24119,HR,South,8,369,936
2023-08-04,13207,27467,Finance,West,4,433,-14260
2021-06-06,12400,28736,Operations,North,4,408,-16336
2021-12-26,19609,14021,HR,East,9,266,5588
2020-06-10,31473,8058,Sales,East,2,135,23415
2021-10-20,33935,14041,Sales,East,5,372,19894
2023-04-20,33874,10334,Marketing,East,6,273,23540
2022-04-29,35015,6153,IT,North,6,278,28862
2020-03-22,24184,9940,Operations,East,3,315,14244
2021-06-07,39543,19607,Operations,West,6,300,19936
2020-01-04,10650,17021,HR,East,5,267,-6371
2021-05-09,42389,8079,Marketing,North,8,298,34310
2022-12-10,37328,21786,Finance,South,4,279,15542
2023-07-08,29416,24359,Sales,South,3,374,5057
2023-03-03,23119,17914,Marketing,East,6,444,5205
2023-10-17,17644,12536,Operations,South,9,214,5108
2021-07-21,18653,27303,Finance,North,8,488,-8650
2023-05-25,24416,28144,IT,East,8,62,-3728
2022-05-27,34897,5980,HR,North,3,367,28917
2022-12-27,11874,11680,Sales,South,1,54,194
2022-10-08,20429,18364,Sales,South,3,338,2065
2022-10-11,22213,15486,Sales,East,3,375,6727
2022-05-13,27640,7384,IT,South,6,365,20256
2023-03-12,46008,16544,Operations,East,3,474,29464
2023-10-01,25802,17320,Operations,East,2,112,8482
2022-02-17,26122,13990,Marketing,West,9,478,12132
2023-05-02,31653,15787,Finance,West,6,269,15866
2022-10-01,34101,6366,Marketing,West,5,324,27735
2023-06-23,11409,7938,Operations,North,3,107,3471
2020-11-09,44600,22646,Sales,South,7,283,21954
2021-12-30,28408,29043,IT,South,7,371,-635
2021-01-18,15736,11187,Operations,West,4,168,4549
2020-10-03,14993,13495,IT,East,2,74,1498
2022-12-31,41247,14885,HR,East,2,236,26362
2023-02-26,38821,23700,Sales,East,8,92,15121
2023-10-13,13213,20018,HR,East,4,85,-6805
2021-11-28,39495,29293,Operations,North,7,372,10202
2023-05-28,16208,22305,Marketing,South,3,75,-6097
2022-10-26,19644,12114,Operations,West,9,84,7530
2022-01-20,16453,11574,HR,North,9,245,4879
2022-09-09,21093,29996,IT,South,7,228,-8903
2021-09-15,21263,10529,Finance,North,7,83,10734
2020-08-15,10305,8809,Finance,East,1,394,1496
2020-01-17,44152,18536,Operations,North,8,15,25616
2020-01-12,42021,22550,Marketing,North,2,493,19471
2021-11-22,27958,13731,HR,East,8,301,14227
2020-03-10,10872,27652,Operations,East,2,181,-16780
2020-04-17,31962,10331,HR,West,1,338,21631
2020-07-19,27414,26413,HR,West,8,263,1001
2022-12-11,19926,22844,Sales,South,4,414,-2918
2021-09-20,49673,9687,Finance,West,6,78,39986
2023-07-06,47210,10357,Finance,West,1,229,36853
2023-07-11,25290,26123,IT,South,9,233,-833
2022-06-24,13667,5327,Sales,North,7,30,8340
2020-10-29,27660,26622,Finance,North,5,374,1038
2022-07-25,16553,15285,HR,North,6,155,1268
2021-07-29,26926,15323,Marketing,East,3,305,11603
2021-07-08,14808,29927,Marketing,South,9,185,-15119
2020-05-04,38612,26516,Sales,North,2,448,12096
2023-07-17,38015,26116,Marketing,West,1,357,11899
2022-05-08,43351,25292,HR,West,1,447,18059
2022-01-14,19138,10291,Operations,West,2,432,8847
2021-04-24,46241,13425,HR,South,6,255,32816
2020-05-11,11198,20540,Finance,South,6,169,-9342
2022-10-22,37447,8122,Operations,West,9,81,29325
2020-04-24,46763,9876,Marketing,East,4,286,36887
2021-04-25,22113,24112,IT,East,8,210,-1999
2022-09-07,38749,18706,IT,North,4,259,20043
2022-10-21,47303,14124,HR,North,3,476,33179
2020-11-26,48639,29379,HR,North,4,37,19260
2022-07-30,29687,6823,Marketing,North,1,286,22864
2022-08-12,12447,24884,IT,North,9,54,-12437
2022-02-06,19408,9073,IT,South,5,469,10335
2021-01-25,49612,22614,HR,South,7,369,26998
2022-04-13,27674,15387,Finance,East,3,212,12287
2020-05-22,22413,9395,IT,East,5,342,13018
2020-11-23,17549,11051,HR,South,4,484,6498
2021-09-19,33071,6476,Sales,East,7,100,26595
2021-01-11,18693,23407,IT,West,5,85,-4714
2020-03-30,26770,23980,Operations,East,2,472,2790
2022-03-18,12006,29224,Marketing,West,3,213,-17218
2022-10-17,15213,12121,HR,West,8,391,3092
2022-12-01,46636,7430,IT,North,3,264,39206
2022-11-24,19530,12954,IT,East,7,470,6576
2022-10-08,16637,28327,Finance,West,5,86,-11690
2021-07-06,14964,16881,HR,East,7,63,-1917
2020-05-03,44070,21917,Operations,East,9,447,22153
2020-02-26,17749,22640,IT,South,7,192,-4891
2022-03-16,10846,23041,Sales,South,6,414,-12195
2020-08-22,23390,17085,Marketing,North,1,482,6305
2021-08-30,23735,23136,HR,East,4,93,599
2021-01-26,33905,28097,IT,South,8,253,5808
2022-08-27,24876,7978,Finance,West,1,138,16898
2023-09-28,23967,9332,Finance,West,6,453,14635
2023-04-14,28262,25037,Marketing,North,2,49,3225
2020-02-21,46873,8013,HR,West,9,121,38860
2021-05-03,30014,20089,HR,East,8,39,9925
2020-01-05,34054,29036,HR,West,9,34,5018
2021-09-23,39955,28484,Operations,North,9,358,11471
2023-05-17,33051,19008,Sales,North,2,266,14043
2020-08-04,38385,26250,Finance,West,2,9,12135
2021-06-19,45587,23148,HR,East,9,188,22439
2023-09-27,37483,22506,Operations,South,2,96,14977
2023-11-25,37653,8830,HR,East,4,133,28823
2022-01-07,40894,28084,HR,East,2,163,12810
2021-12-30,39842,7958,Operations,East,1,139,31884
2023-05-19,29648,6540,Sales,West,7,298,23108
2022-11-15,41756,13714,Marketing,South,5,80,28042
2023-06-29,32407,16199,Finance,East,3,91,16208
2020-01-03,27058,26851,IT,South,8,256,207
2022-10-22,20070,12053,HR,North,5,148,8017
2022-10-22,49025,10670,Sales,South,1,179,38355
2020-05-29,43779,15690,Finance,West,9,257,28089
2020-01-04,26616,19262,IT,North,5,218,7354
2021-04-12,40373,20347,HR,North,3,267,20026
2020-03-10,44941,15281,IT,East,6,317,29660
2020-07-19,46152,23122,Operations,South,8,79,23030
2020-11-03,10797,25573,Finance,North,2,167,-14776
2023-06-29,49889,7533,Sales,North,3,104,42356
2023-08-03,23594,15756,Sales,South,7,304,7838
2022-07-10,17690,26653,Finance,South,2,338,-8963
2020-10-18,22669,23802,Marketing,North,5,472,-1133
2023-03-23,28973,10076,Marketing,North,9,284,18897
2022-07-12,31085,21868,IT,South,7,345,9217
2023-03-02,38787,22048,Operations,West,3,215,16739
2022-06-01,35084,24838,IT,South,2,75,10246
2021-08-08,34051,22011,HR,West,9,225,12040
2023-07-21,21554,14876,Sales,North,9,336,6678
2021-05-23,47639,9287,IT,East,9,292,38352
2023-10-08,23354,19056,IT,South,3,343,4298
2020-01-05,15289,20171,Finance,North,1,70,-4882
2020-10-19,34744,14436,Sales,North,9,363,20308
2020-12-25,27945,10166,Sales,East,7,190,17779
2020-08-01,34243,15366,Marketing,South,2,472,18877
2023-11-30,49054,25258,Marketing,North,6,486,23796
2023-12-30,34227,15966,Sales,West,9,106,18261
2022-11-04,37748,17983,IT,East,8,70,19765
2023-07-20,26958,17310,HR,West,6,10,9648
2021-07-16,19934,16390,IT,South,6,214,3544
2022-02-03,20550,25924,HR,West,8,471,-5374
2020-02-14,14024,18064,Sales,East,9,5,-4040
2021-12-03,41772,15236,Finance,North,8,28,26536
2021-09-25,18722,12476,HR,East,1,315,6246
2023-12-06,12120,5707,Marketing,North,2,393,6413
2023-04-25,40089,13624,Finance,North,6,423,26465
2021-10-22,31348,21325,Sales,West,8,241,10023
2023-04-08,15877,5047,Operations,East,4,236,10830
2021-12-21,28904,6914,HR,East,4,92,21990
2021-08-16,30792,22489,HR,North,2,318,8303
2023-11-25,36037,24564,Finance,East,1,345,11473
2020-09-02,27335,20390,Operations,South,9,363,6945
2022-05-06,24659,29933,Operations,South,7,38,-5274
2021-07-05,39684,21951,Sales,West,9,219,17733
2020-02-12,10964,13671,Finance,West,2,152,-2707
2022-04-20,44902,22250,IT,East,5,192,22652
2020-06-27,45012,16452,Operations,West,2,121,28560
2021-06-18,45571,6028,HR,East,7,491,39543
2021-08-29,13911,6813,Operations,West,9,171,7098
2021-11-02,21216,25112,Sales,South,3,110,-3896
2023-06-21,11408,10513,Sales,North,1,144,895
2022-07-15,31621,24910,HR,North,4,66,6711
2020-01-17,30977,26187,HR,South,4,322,4790
2023-02-09,23195,27953,HR,North,6,197,-4758
2022-04-05,17113,6050,IT,East,5,46,11063
2021-06-30,32761,29702,HR,East,5,149,3059
2022-11-19,34992,11278,Finance,South,9,60,23714
2023-04-30,23778,16798,Sales,South,1,138,6980
2021-03-12,31985,23036,Sales,South,8,490,8949
2020-06-27,14367,19727,Operations,South,8,402,-5360
2021-09-07,20786,29583,HR,North,8,90,-8797
2021-11-07,40908,9708,IT,North,3,212,31200
2021-09-25,21051,14476,Finance,North,8,169,6575
2023-03-03,46746,10318,Marketing,East,2,420,36428
2022-03-12,25611,10859,Operations,West,8,113,14752
2020-11-07,14490,17673,Finance,East,8,341,-3183
2020-01-25,41313,27999,IT,West,3,66,13314
2021-01-05,16377,29754,HR,South,4,302,-13377
2021-06-08,19903,11593,IT,South,9,118,8310
2023-09-04,24567,24979,Marketing,North,9,225,-412
2020-08-17,32885,9910,Finance,North,9,151,22975
2023-01-30,38222,8254,IT,West,6,167,29968
2021-01-12,36606,9453,Marketing,West,1,95,27153
2022-06-06,27440,23807,Marketing,North,8,260,3633
2023-05-11,12260,29492,Finance,South,9,425,-17232
2023-07-14,40267,26181,Marketing,North,8,259,14086
2021-04-06,37002,28365,Finance,South,1,485,8637
2020-12-30,26833,12937,IT,South,6,437,13896
2020-04-13,13498,28065,HR,East,9,120,-14567
2023-02-08,20518,26261,Sales,East,9,74,-5743
2021-03-03,22501,9177,Sales,West,7,362,13324
2021-04-13,32254,8429,IT,South,7,96,23825
2022-10-11,44076,5184,HR,North,4,292,38892
2022-05-19,25902,8133,Sales,South,7,177,17769
2022-02-08,43485,9978,Marketing,West,5,27,33507
2021-11-10,35545,13698,IT,South,5,309,21847
2022-03-15,13345,27521,IT,South,1,305,-14176
2022-06-04,25370,18773,Operations,West,2,211,6597
2021-07-14,38231,23316,Operations,South,9,358,14915
2023-06-27,19642,11174,Operations,East,2,257,8468
2020-11-26,27839,26796,Finance,West,2,474,1043
2021-08-09,33681,22580,HR,East,9,430,11101
2020-07-19,17035,16877,IT,West,3,318,158
2021-03-29,43299,26631,Operations,South,2,205,16668
2022-04-05,45035,25565,IT,East,7,355,19470
2020-04-20,33583,22722,Marketing,East,9,66,10861
2022-05-13,32105,27555,Operations,North,6,150,4550
2022-06-26,26130,19457,IT,East,7,167,6673
2023-05-17,23736,18562,HR,East,3,220,5174
2020-02-02,23815,24004,Finance,South,3,300,-189
2021-07-08,34396,11546,HR,East,8,258,22850
2020-04-16,34312,16706,HR,East,7,203,17606
2023-07-12,22244,27315,Operations,East,5,240,-5071
2020-08-13,21718,15352,HR,South,6,315,6366
2021-05-01,26784,6729,Finance,West,9,229,20055
2020-06-27,40683,14609,Sales,South,3,474,26074
2023-05-30,41428,17206,Finance,East,3,156,24222
2023-10-25,46759,5018,Marketing,West,6,218,41741
2021-09-28,36490,27355,Finance,South,8,465,9135
2022-02-26,26410,21848,IT,South,5,195,4562
2020-06-15,45386,13882,Sales,West,1,270,31504
2021-10-24,19362,21268,Operations,North,3,16,-1906
2020-10-26,49407,10310,IT,East,8,241,39097
2023-11-05,34011,18804,Finance,North,4,252,15207
2020-02-04,17042,29463,IT,East,9,51,-12421
2021-02-10,35286,16253,HR,East,6,356,19033
2020-11-09,21391,25404,IT,North,4,28,-4013
2022-03-26,36999,21546,IT,North,4,476,15453
2022-01-12,12018,14827,Finance,East,5,53,-2809
2021-12-27,22952,15938,Marketing,West,7,308,7014
2022-04-05,26240,5294,Finance,West,7,116,20946
2023-01-29,31262,12240,Operations,North,7,409,19022
2021-07-22,29282,11844,Sales,North,5,441,17438
2023-05-23,32459,6585,HR,South,9,9,25874
2021-07-29,44815,24764,Marketing,West,2,11,20051
2020-03-02,27942,15541,Sales,West,8,485,12401
2021-01-03,11722,10427,Sales,East,8,107,1295
2023-10-23,46820,28196,Marketing,South,3,301,18624
2020-04-03,11651,20620,HR,East,5,341,-8969
2022-09-10,31606,21578,Operations,South,8,258,10028
2022-11-15,44546,14033,Marketing,West,9,182,30513
2023-12-29,10683,19154,Marketing,East,7,418,-8471
2023-02-18,28394,21336,Marketing,South,4,170,7058
2020-02-19,28966,17199,HR,East,4,461,11767
2022-06-01,36469,17776,Marketing,South,3,325,18693
2022-02-02,18505,27727,Marketing,North,8,139,-9222
2020-02-05,15492,7931,IT,East,6,285,7561
2023-12-04,26827,19843,IT,North,6,111,6984
2023-08-05,37492,28425,IT,South,9,92,9067
2023-11-03,13266,10699,IT,East,3,220,2567
2020-04-09,15909,29655,Marketing,South,4,5,-13746
2023-09-09,22869,26224,IT,South,3,20,-3355
2020-11-24,49782,12636,Sales,North,3,101,37146
2021-12-06,31863,6860,Operations,East,1,295,25003
2020-08-08,17819,26945,IT,West,6,458,-9126
2021-07-20,39136,22314,HR,South,9,416,16822
2022-09-22,24837,19989,Operations,North,5,157,4848
2022-10-18,20056,23318,Finance,West,2,450,-3262
2020-04-19,10715,20237,Finance,North,4,383,-9522
2020-05-28,27275,9367,Sales,North,6,1,17908
2021-02-09,30191,18654,Operations,North,7,212,11537
2021-11-29,26884,7171,Operations,South,7,119,19713
2022-10-13,18894,8294,Sales,West,4,385,10600
2023-12-04,28717,18801,Finance,South,5,260,9916
2023-02-26,28578,9747,IT,South,4,399,18831
2020-04-17,33321,9392,Sales,East,6,175,23929
2021-01-23,34959,10238,HR,West,7,414,24721
2021-02-28,20515,7834,Sales,East,2,134,12681
2021-03-22,19077,20435,Marketing,North,3,102,-1358
2022-07-06,31443,17908,Finance,West,8,385,13535
2022-12-27,20443,12116,Marketing,West,7,455,8327
2022-12-25,47208,7928,Finance,South,1,62,39280
2021-10-17,11783,28809,Finance,North,4,448,-17026
2020-11-16,23113,27134,Operations,South,5,389,-4021
2021-12-19,15385,11494,IT,East,3,54,3891
2021-12-28,46885,6672,IT,North,4,305,40213
2021-08-02,16982,13190,Finance,South,7,7,3792
2021-03-22,45351,28828,Finance,South,8,356,16523
2020-07-28,23407,9350,Marketing,South,9,3,14057
2022-04-28,25316,6287,HR,North,2,332,19029
2021-01-04,34838,15918,Sales,East,4,379,18920
2021-07-30,37207,21036,Finance,West,1,445,16171
2021-11-19,38402,11610,Finance,South,3,335,26792
2022-02-28,12430,14250,Sales,North,8,468,-1820
2022-09-18,49828,11883,Sales,West,7,425,37945
2020-06-11,12936,16170,HR,South,8,149,-3234
2022-09-03,21864,26571,HR,North,6,288,-4707
2023-09-17,35115,21514,Sales,East,5,12,13601
2020-12-15,19307,13044,Finance,South,9,485,6263
2021-10-31,16709,13302,Finance,North,5,104,3407
2021-03-01,39854,7734,Sales,South,9,111,32120
2020-11-22,30707,6066,Finance,North,4,263,24641
2023-02-03,49384,9970,HR,East,5,435,39414
2020-09-11,45187,25172,Sales,East,1,173,20015
2020-12-23,11399,22701,HR,North,6,95,-11302
2021-03-19,34188,21668,Finance,West,3,321,12520
2020-04-22,24245,28350,Finance,East,2,444,-4105
2022-11-19,33371,12794,Operations,South,6,203,20577
2021-06-07,42286,9114,Marketing,East,1,45,33172
2021-11-19,31693,17834,Marketing,South,9,34,13859
2022-09-17,44303,21431,HR,East,5,211,22872
2020-02-15,31137,11138,Sales,East,7,395,19999
2023-04-09,25365,26245,Marketing,South,9,225,-880
2023-02-27,23450,24643,Finance,East,9,417,-1193
2022-01-26,14190,15270,IT,South,7,264,-1080
2023-10-08,33937,15498,Sales,South,4,301,18439
2023-05-11,17452,29226,HR,East,4,456,-11774
2023-06-03,13960,8415,Finance,East,7,226,5545
2023-01-08,49602,17595,Finance,South,8,104,32007
2023-08-26,40185,11450,IT,North,7,475,28735
2022-11-24,20564,18410,HR,East,4,221,2154
2021-07-17,15091,11164,Sales,West,4,334,3927
2020-06-09,40519,12787,Finance,East,8,418,27732
2022-04-19,13710,20924,Operations,North,9,301,-7214
2023-12-29,49395,17518,Finance,North,7,123,31877
2021-06-21,17988,25449,Operations,East,3,485,-7461
2020-08-12,45754,5081,Operations,East,1,449,40673
2023-09-02,38114,8005,Sales,West,5,457,30109
2023-12-08,33074,13408,Sales,East,6,436,19666
2020-04-04,31198,5334,IT,North,9,394,25864
2023-06-02,20509,16103,Finance,West,5,222,4406
2022-08-06,35180,13944,Sales,East,1,43,21236
2021-07-06,26560,16953,Sales,West,4,210,9607
2021-10-06,48938,15943,IT,West,2,337,32995
2020-03-06,45391,28452,IT,North,4,454,16939
2023-11-21,38731,8897,Finance,North,7,11,29834
2023-05-18,29162,29342,HR,South,9,216,-180
2021-10-26,35236,29485,Marketing,North,3,164,5751
2021-11-14,47133,9648,Finance,South,3,225,37485
2022-06-28,21379,14674,Marketing,North,4,225,6705
2022-04-16,14340,22166,HR,North,7,246,-7826
2021-07-24,14755,24970,Operations,South,6,146,-10215
2021-11-26,29905,8794,Finance,South,5,191,21111
2020-06-28,28259,20344,Sales,South,4,261,7915
2022-04-13,41255,17874,IT,West,8,287,23381
2022-12-27,46726,10597,Finance,South,4,16,36129
2023-09-14,44904,12050,IT,West,3,194,32854
2020-07-20,41614,10051,Operations,West,7,9,31563
2022-11-04,10506,22126,IT,South,2,2,-11620
2022-12-01,18599,9544,Operations,South,4,293,9055
2021-06-26,31774,17875,HR,South,8,84,13899
2022-09-08,18715,9355,Operations,North,4,443,9360
2022-02-12,31997,24992,Marketing,North,7,209,7005
2023-08-05,45818,24655,Finance,South,2,58,21163
2021-11-24,24783,23894,Operations,East,5,473,889
2023-06-21,41262,13285,Finance,South,4,339,27977
2021-09-03,33476,18308,HR,East,9,106,15168
2023-04-12,12397,27439,Operations,North,7,136,-15042
2020-08-31,37475,22759,HR,North,9,308,14716
2020-02-29,44077,7516,Marketing,East,7,331,36561
2020-04-13,49970,27622,Sales,North,2,461,22348
2021-10-12,17700,18155,HR,South,2,77,-455
2023-08-19,14718,21474,Sales,East,2,457,-6756
2022-10-07,37111,20403,HR,East,5,325,16708
2020-03-17,48718,6479,Operations,West,1,210,42239
2022-11-07,20233,22338,Sales,North,7,232,-2105
2023-04-22,24171,13214,HR,East,2,125,10957
2023-07-28,20726,17310,Finance,East,4,180,3416
2023-08-04,36768,24689,HR,East,9,462,12079
2021-11-28,27139,23105,Sales,North,8,290,4034
2022-08-03,10145,26836,Finance,East,2,214,-16691
2020-09-23,29958,7547,HR,East,4,432,22411
2022-02-19,36203,9923,Sales,South,4,97,26280
2021-08-31,31307,21572,Marketing,South,2,408,9735
2022-08-03,44626,21207,IT,West,2,249,23419
2023-10-12,47490,5459,Marketing,East,5,221,42031
2022-10-21,13598,7236,Sales,North,4,13,6362
2022-11-16,23583,25830,Operations,West,8,306,-2247
2021-07-01,27013,5580,Operations,West,4,91,21433
2020-06-08,46286,23545,IT,West,8,193,22741
2022-07-25,47120,19439,Sales,East,5,199,27681
2021-02-02,19096,9715,Finance,West,1,260,9381
2021-06-26,15555,15626,HR,North,9,64,-71
2020-05-06,42719,10897,Marketing,South,8,330,31822
2022-10-05,17997,24286,Finance,South,1,232,-6289
2022-08-05,20809,13664,Marketing,East,3,227,7145
2020-07-28,37365,22242,IT,North,3,167,15123
2020-05-29,35618,16181,IT,North,5,251,19437
2020-01-31,35964,23824,IT,North,7,447,12140
2021-09-03,19868,16898,Finance,East,1,186,2970
2020-10-28,31882,6712,Finance,North,1,249,25170
2022-08-20,30639,21899,IT,South,6,272,8740
2022-05-14,46963,12355,Finance,North,5,475,34608
2022-02-03,46589,15585,IT,North,3,340,31004
2021-11-13,39470,22759,Finance,East,3,446,16711
2020-09-13,15178,28068,IT,West,4,138,-12890
2022-07-28,20898,8669,HR,West,2,109,12229
2022-12-16,15566,19382,HR,East,9,318,-3816
2020-01-09,30353,20436,Marketing,East,4,417,9917
2022-10-25,48188,23774,Marketing,East,3,455,24414
2022-04-26,43375,8262,IT,East,7,426,35113
2023-02-11,15674,9638,Marketing,North,9,44,6036
2022-02-15,32272,7866,Finance,North,2,430,24406
2021-11-15,31716,29232,IT,West,6,342,2484
2022-01-01,33740,14251,HR,East,5,491,19489
2023-05-13,33170,13948,Operations,East,1,337,19222
2020-01-24,45162,24879,HR,North,7,201,20283
2021-05-07,21051,27878,Sales,East,1,378,-6827
2022-08-27,18070,5187,HR,South,9,104,12883
2023-11-30,39472,15573,Sales,North,4,458,23899
2020-04-12,44789,25962,Marketing,South,8,484,18827
2022-12-19,30982,29477,HR,North,1,479,1505
2023-01-14,41518,24098,Operations,North,5,415,17420
2022-02-05,29399,12408,Finance,North,3,389,16991
2022-10-19,37313,21679,HR,West,4,120,15634
2021-01-06,26110,8533,Finance,West,4,402,17577
2021-11-09,44816,9140,HR,North,8,390,35676
2021-08-18,32353,9042,HR,North,3,362,23311
2020-07-20,38530,25654,Finance,North,1,434,12876
2020-03-29,10893,24435,Finance,North,5,383,-13542
2021-03-12,38724,26849,IT,East,2,28,11875
2020-04-29,36885,12733,HR,East,6,107,24152
2020-06-04,23613,19676,HR,East,4,280,3937
2021-02-02,24316,11005,Operations,West,9,453,13311
2020-07-06,16087,10870,Finance,South,7,28,5217
2022-12-11,45701,8904,Finance,North,2,186,36797
2021-10-13,28665,20467,Sales,East,7,195,8198
2021-08-09,44148,16973,Sales,East,8,146,27175
2020-08-17,39622,19208,Finance,East,3,260,20414
2023-02-27,40298,7261,Operations,North,3,360,33037
2020-02-24,26867,18045,Marketing,North,2,177,8822
2020-09-27,23164,22804,HR,South,1,128,360
2023-01-28,30163,28077,Marketing,West,3,384,2086
2022-12-28,16101,19508,Operations,South,7,106,-3407
2023-08-15,47722,29680,Marketing,North,9,416,18042
2022-08-27,48721,21862,Sales,South,9,352,26859
2023-10-09,49048,26902,IT,East,6,383,22146
2023-03-21,43546,11577,Marketing,South,6,211,31969
2020-11-25,13475,11785,IT,East,5,349,1690
2020-04-25,14723,13884,Marketing,South,2,481,839
2020-11-18,24890,8038,Operations,East,7,322,16852
2021-07-16,33270,5193,IT,South,1,314,28077
2020-08-16,16713,21442,Marketing,West,6,11,-4729
2020-12-25,37853,23270,Operations,South,4,367,14583
2022-10-25,18601,16801,Finance,North,3,481,1800
2020-01-28,27443,25957,Sales,North,1,489,1486
2023-10-19,27984,26606,HR,East,6,360,1378
2023-06-08,22735,7580,Operations,North,7,321,15155
2023-11-19,28617,17879,Operations,East,1,384,10738
2022-05-18,36228,17245,Sales,West,1,490,18983
2023-07-18,23974,18633,IT,North,7,17,5341
2023-08-20,20623,26028,Marketing,North,6,370,-5405
2023-11-07,25395,16277,IT,East,7,336,9118
2020-01-28,16469,12623,Operations,West,8,66,3846
2022-01-13,35040,5220,Finance,West,8,374,29820
2023-05-07,13166,5875,Marketing,South,9,113,7291
2023-01-10,31637,16654,HR,East,9,132,14983
2023-01-16,12209,6196,HR,East,7,416,6013
2023-11-14,18747,24093,Marketing,West,9,71,-5346
2021-08-02,43067,24115,Operations,East,6,413,18952
2021-03-26,30250,21719,Finance,North,9,61,8531
2021-03-08,34931,13416,Sales,North,2,444,21515
2021-01-08,43331,28398,Finance,North,2,457,14933
